2026-05-20 04:29:52 | src.preprocessing.dataset_loader | INFO | Sentetik metadata oluşturuldu — 40 satır, 4 sınıf
2026-05-20 04:30:18 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_001.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:30:18 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_002.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:30:18 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_003.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:30:18 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_004.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:30:18 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_005.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:30:18 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_006.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:30:18 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_007.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:30:18 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_008.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:30:18 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_009.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:30:18 | src.preprocessing.audio_processor | INFO | Ön işleme tamamlandı — Başarılı: 40, Başarısız: 0
2026-05-20 04:30:18 | src.preprocessing.dataset_loader | INFO | Metadata kaydedildi: C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\metadata\processed_meta.csv (40 satır)
2026-05-20 04:31:06 | src.preprocessing.dataset_loader | INFO | Sentetik metadata oluşturuldu — 40 satır, 4 sınıf
2026-05-20 04:31:06 | src.preprocessing.dataset_loader | INFO | Filtreleme tamamlandı — 40/40 satır, 4 sınıf
2026-05-20 04:31:06 | src.preprocessing.dataset_loader | INFO |   - footsteps: 10 ornek
2026-05-20 04:31:06 | src.preprocessing.dataset_loader | INFO |   - water_tap: 10 ornek
2026-05-20 04:31:06 | src.preprocessing.dataset_loader | INFO |   - car_horn: 10 ornek
2026-05-20 04:31:06 | src.preprocessing.dataset_loader | INFO |   - rain: 10 ornek
2026-05-20 04:31:06 | src.preprocessing.dataset_loader | INFO | Etiket kodlama tamamlandı — 4 sınıf: ['car_horn', 'footsteps', 'rain', 'water_tap']
2026-05-20 04:31:06 | src.preprocessing.dataset_loader | INFO | Metadata kaydedildi: C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\metadata\filtered_meta.csv (40 satır)
2026-05-20 04:31:06 | src.preprocessing.dataset_loader | INFO | Sınıf dağılım grafiği kaydedildi: C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\outputs\plots\class_distribution.png
2026-05-20 04:31:06 | src.preprocessing.audio_processor | INFO | Veri seti ön işleme başlıyor — 40 dosya
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: footsteps_synth_000.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: footsteps_synth_001.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: footsteps_synth_002.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: footsteps_synth_003.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: footsteps_synth_004.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: footsteps_synth_005.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: footsteps_synth_006.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: footsteps_synth_007.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: footsteps_synth_008.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: footsteps_synth_009.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: water_tap_synth_000.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: water_tap_synth_001.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: water_tap_synth_002.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: water_tap_synth_003.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: water_tap_synth_004.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: water_tap_synth_005.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: water_tap_synth_006.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: water_tap_synth_007.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: water_tap_synth_008.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: water_tap_synth_009.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: car_horn_synth_000.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: car_horn_synth_001.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: car_horn_synth_002.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: car_horn_synth_003.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: car_horn_synth_004.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: car_horn_synth_005.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:09 | src.preprocessing.audio_processor | INFO | Yüklendi: car_horn_synth_006.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:10 | src.preprocessing.audio_processor | INFO | Yüklendi: car_horn_synth_007.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:10 | src.preprocessing.audio_processor | INFO | Yüklendi: car_horn_synth_008.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:10 | src.preprocessing.audio_processor | INFO | Yüklendi: car_horn_synth_009.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:10 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_000.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:10 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_001.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:10 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_002.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:10 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_003.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:10 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_004.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:10 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_005.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:10 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_006.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:10 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_007.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:10 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_008.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:10 | src.preprocessing.audio_processor | INFO | Yüklendi: rain_synth_009.wav — Süre: 3.00s, SR: 22050
2026-05-20 04:31:10 | src.preprocessing.audio_processor | INFO | Ön işleme tamamlandı — Başarılı: 40, Başarısız: 0
2026-05-20 04:31:10 | src.preprocessing.dataset_loader | INFO | Metadata kaydedildi: C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\metadata\processed_meta.csv (40 satır)
2026-05-20 04:44:54 | src.preprocessing.dataset_loader | INFO | ESC-50 metadata yuklendi - 2000 satir, sutunlar: ['filename', 'fold', 'target', 'category', 'esc10', 'src_file', 'take']
2026-05-20 04:44:54 | src.preprocessing.dataset_loader | INFO | Filtreleme tamamlandi - 240/2000 satir, 6 sinif
2026-05-20 04:44:54 | src.preprocessing.dataset_loader | INFO |   - alarm_clock: 40 ornek
2026-05-20 04:44:54 | src.preprocessing.dataset_loader | INFO |   - crying_baby: 40 ornek
2026-05-20 04:44:54 | src.preprocessing.dataset_loader | INFO |   - dog_bark: 40 ornek
2026-05-20 04:44:54 | src.preprocessing.dataset_loader | INFO |   - door_bell: 40 ornek
2026-05-20 04:44:54 | src.preprocessing.dataset_loader | INFO |   - glass_breaking: 40 ornek
2026-05-20 04:44:54 | src.preprocessing.dataset_loader | INFO |   - siren: 40 ornek
2026-05-20 04:44:54 | src.preprocessing.dataset_loader | INFO | Etiket kodlama tamamlandi - 6 sinif: ['alarm_clock', 'crying_baby', 'dog_bark', 'door_bell', 'glass_breaking', 'siren']
2026-05-20 04:44:55 | src.preprocessing.dataset_loader | INFO | Sinif dagilim grafigi kaydedildi: C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\outputs\plots\class_distribution.png
2026-05-20 04:44:55 | src.preprocessing.dataset_loader | INFO | Metadata kaydedildi: C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\metadata\filtered_meta.csv (240 satir)
2026-05-20 04:44:55 | src.preprocessing.audio_processor | INFO | Veri seti ön işleme başlıyor — 240 dosya
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-100032-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-101336-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-103995-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-103999-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-110389-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | WARNING | Sessiz sinyal — normalizasyon atlandı.
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-13613-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-14262-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-187207-A-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-20133-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-211527-A-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-211527-B-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-211527-C-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-22694-A-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-22694-B-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-26188-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-30226-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-30344-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-31482-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-31482-B-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-32318-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-34853-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-52290-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-54084-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-59513-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-60997-A-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-60997-B-20.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-67033-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-72195-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-72195-B-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-74517-A-37.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-76831-A-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-76831-B-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-76831-C-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-76831-D-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-76831-E-42.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-81001-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-81001-B-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-82817-A-30.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | WARNING | Sessiz sinyal — normalizasyon atlandı.
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-84536-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-84704-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-84705-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | WARNING | Sessiz sinyal — normalizasyon atlandı.
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-85168-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-85184-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | WARNING | Sessiz sinyal — normalizasyon atlandı.
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-85362-A-0.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Yüklendi: 1-88807-A-39.wav — Süre: 5.00s, SR: 22050
2026-05-20 04:44:57 | src.preprocessing.audio_processor | INFO | Kırpma: 110250 → 66150 örnek (ortadan)
