filename,fold,target,category,esc10,src_file,take,original_category
2-50665-A-20.wav,2,1,crying_baby,True,50665,A,crying_baby
2-50666-A-20.wav,2,1,crying_baby,True,50666,A,crying_baby
2-66637-A-20.wav,2,1,crying_baby,True,66637,A,crying_baby
2-66637-B-20.wav,2,1,crying_baby,True,66637,B,crying_baby
2-70052-A-42.wav,2,4,siren,False,70052,A,siren
2-70052-B-42.wav,2,4,siren,False,70052,B,siren
2-70936-A-42.wav,2,4,siren,False,70936,A,siren
2-70938-A-42.wav,2,4,siren,False,70938,A,siren
2-70939-A-42.wav,2,4,siren,False,70939,A,siren
2-72688-A-42.wav,2,4,siren,False,72688,A,siren
2-78562-A-37.wav,2,0,alarm_clock,False,78562,A,clock_alarm
2-78562-B-37.wav,2,0,alarm_clock,False,78562,B,clock_alarm
2-80482-A-20.wav,2,1,crying_baby,True,80482,A,crying_baby
2-89516-A-37.wav,2,0,alarm_clock,False,89516,A,clock_alarm
2-96063-A-37.wav,2,0,alarm_clock,False,96063,A,clock_alarm
3-117793-A-37.wav,3,0,alarm_clock,False,117793,A,clock_alarm
3-117883-A-37.wav,3,0,alarm_clock,False,117883,A,clock_alarm
3-120526-A-37.wav,3,0,alarm_clock,False,120526,A,clock_alarm
3-120526-B-37.wav,3,0,alarm_clock,False,120526,B,clock_alarm
3-131943-A-37.wav,3,0,alarm_clock,False,131943,A,clock_alarm
3-132340-A-37.wav,3,0,alarm_clock,False,132340,A,clock_alarm
3-136288-A-0.wav,3,2,dog_bark,True,136288,A,dog
3-139958-A-37.wav,3,0,alarm_clock,False,139958,A,clock_alarm
3-144028-A-0.wav,3,2,dog_bark,True,144028,A,dog
3-148297-A-37.wav,3,0,alarm_clock,False,148297,A,clock_alarm
3-151080-A-20.wav,3,1,crying_baby,True,151080,A,crying_baby
3-151081-A-20.wav,3,1,crying_baby,True,151081,A,crying_baby
3-151081-B-20.wav,3,1,crying_baby,True,151081,B,crying_baby
3-152007-A-20.wav,3,1,crying_baby,True,152007,A,crying_baby
3-152007-B-20.wav,3,1,crying_baby,True,152007,B,crying_baby
3-152007-C-20.wav,3,1,crying_baby,True,152007,C,crying_baby
3-152007-D-20.wav,3,1,crying_baby,True,152007,D,crying_baby
3-152007-E-20.wav,3,1,crying_baby,True,152007,E,crying_baby
3-155312-A-0.wav,3,2,dog_bark,True,155312,A,dog
3-157695-A-0.wav,3,2,dog_bark,True,157695,A,dog
3-163459-A-0.wav,3,2,dog_bark,True,163459,A,dog
3-170015-A-0.wav,3,2,dog_bark,True,170015,A,dog
3-180256-A-0.wav,3,2,dog_bark,True,180256,A,dog
3-180977-A-0.wav,3,2,dog_bark,True,180977,A,dog
3-203371-A-39.wav,3,3,glass_breaking,False,203371,A,glass_breaking
3-203373-A-39.wav,3,3,glass_breaking,False,203373,A,glass_breaking
3-203374-A-39.wav,3,3,glass_breaking,False,203374,A,glass_breaking
3-203375-A-39.wav,3,3,glass_breaking,False,203375,A,glass_breaking
3-203377-A-39.wav,3,3,glass_breaking,False,203377,A,glass_breaking
3-216280-A-39.wav,3,3,glass_breaking,False,216280,A,glass_breaking
3-216281-A-39.wav,3,3,glass_breaking,False,216281,A,glass_breaking
3-216284-A-39.wav,3,3,glass_breaking,False,216284,A,glass_breaking
3-51376-A-42.wav,3,4,siren,False,51376,A,siren
3-51731-A-42.wav,3,4,siren,False,51731,A,siren
3-51731-B-42.wav,3,4,siren,False,51731,B,siren
3-51909-A-42.wav,3,4,siren,False,51909,A,siren
3-51909-B-42.wav,3,4,siren,False,51909,B,siren
3-58772-A-42.wav,3,4,siren,False,58772,A,siren
3-62878-A-42.wav,3,4,siren,False,62878,A,siren
3-62878-B-42.wav,3,4,siren,False,62878,B,siren
4-102871-A-42.wav,4,4,siren,False,102871,A,siren
4-111671-A-42.wav,4,4,siren,False,111671,A,siren
4-111671-B-42.wav,4,4,siren,False,111671,B,siren
4-121532-A-42.wav,4,4,siren,False,121532,A,siren
4-151242-A-37.wav,4,0,alarm_clock,False,151242,A,clock_alarm
4-167077-A-20.wav,4,1,crying_baby,True,167077,A,crying_baby
4-167077-B-20.wav,4,1,crying_baby,True,167077,B,crying_baby
4-167077-C-20.wav,4,1,crying_baby,True,167077,C,crying_baby
4-169508-A-37.wav,4,0,alarm_clock,False,169508,A,clock_alarm
4-172366-A-37.wav,4,0,alarm_clock,False,172366,A,clock_alarm
4-182395-A-0.wav,4,2,dog_bark,True,182395,A,dog
4-183992-A-0.wav,4,2,dog_bark,True,183992,A,dog
4-184575-A-0.wav,4,2,dog_bark,True,184575,A,dog
4-185575-A-20.wav,4,1,crying_baby,True,185575,A,crying_baby
4-185575-B-20.wav,4,1,crying_baby,True,185575,B,crying_baby
4-185575-C-20.wav,4,1,crying_baby,True,185575,C,crying_baby
4-189332-A-37.wav,4,0,alarm_clock,False,189332,A,clock_alarm
4-191687-A-0.wav,4,2,dog_bark,True,191687,A,dog
4-192236-A-0.wav,4,2,dog_bark,True,192236,A,dog
4-194754-A-0.wav,4,2,dog_bark,True,194754,A,dog
4-198841-A-37.wav,4,0,alarm_clock,False,198841,A,clock_alarm
4-199261-A-0.wav,4,2,dog_bark,True,199261,A,dog
4-204115-A-39.wav,4,3,glass_breaking,False,204115,A,glass_breaking
4-204119-A-39.wav,4,3,glass_breaking,False,204119,A,glass_breaking
4-204121-A-39.wav,4,3,glass_breaking,False,204121,A,glass_breaking
4-204123-A-39.wav,4,3,glass_breaking,False,204123,A,glass_breaking
4-204684-A-37.wav,4,0,alarm_clock,False,204684,A,clock_alarm
4-204777-A-39.wav,4,3,glass_breaking,False,204777,A,glass_breaking
4-204777-B-39.wav,4,3,glass_breaking,False,204777,B,glass_breaking
4-204777-C-39.wav,4,3,glass_breaking,False,204777,C,glass_breaking
4-207124-A-0.wav,4,2,dog_bark,True,207124,A,dog
4-209536-A-37.wav,4,0,alarm_clock,False,209536,A,clock_alarm
4-209698-A-37.wav,4,0,alarm_clock,False,209698,A,clock_alarm
4-212698-A-39.wav,4,3,glass_breaking,False,212698,A,glass_breaking
4-59579-A-20.wav,4,1,crying_baby,True,59579,A,crying_baby
4-59579-B-20.wav,4,1,crying_baby,True,59579,B,crying_baby
4-67358-A-42.wav,4,4,siren,False,67358,A,siren
4-80761-A-42.wav,4,4,siren,False,80761,A,siren
4-90014-A-42.wav,4,4,siren,False,90014,A,siren
4-90014-B-42.wav,4,4,siren,False,90014,B,siren
5-117118-A-42.wav,5,4,siren,False,117118,A,siren
5-117120-A-42.wav,5,4,siren,False,117120,A,siren
5-117122-A-42.wav,5,4,siren,False,117122,A,siren
5-133989-A-42.wav,5,4,siren,False,133989,A,siren
5-133989-B-42.wav,5,4,siren,False,133989,B,siren
5-150409-A-42.wav,5,4,siren,False,150409,A,siren
5-151085-A-20.wav,5,1,crying_baby,True,151085,A,crying_baby
5-160551-A-42.wav,5,4,siren,False,160551,A,siren
5-184323-A-42.wav,5,4,siren,False,184323,A,siren
5-198411-A-20.wav,5,1,crying_baby,True,198411,A,crying_baby
5-198411-B-20.wav,5,1,crying_baby,True,198411,B,crying_baby
5-198411-C-20.wav,5,1,crying_baby,True,198411,C,crying_baby
5-198411-D-20.wav,5,1,crying_baby,True,198411,D,crying_baby
5-198411-E-20.wav,5,1,crying_baby,True,198411,E,crying_baby
5-198411-F-20.wav,5,1,crying_baby,True,198411,F,crying_baby
5-198411-G-20.wav,5,1,crying_baby,True,198411,G,crying_baby
5-203128-A-0.wav,5,2,dog_bark,True,203128,A,dog
5-203128-B-0.wav,5,2,dog_bark,True,203128,B,dog
5-208030-A-0.wav,5,2,dog_bark,True,208030,A,dog
5-210612-A-37.wav,5,0,alarm_clock,False,210612,A,clock_alarm
5-211408-A-37.wav,5,0,alarm_clock,False,211408,A,clock_alarm
5-212454-A-0.wav,5,2,dog_bark,True,212454,A,dog
5-213855-A-0.wav,5,2,dog_bark,True,213855,A,dog
5-217158-A-0.wav,5,2,dog_bark,True,217158,A,dog
5-219242-A-37.wav,5,0,alarm_clock,False,219242,A,clock_alarm
5-219242-B-37.wav,5,0,alarm_clock,False,219242,B,clock_alarm
5-221528-A-39.wav,5,3,glass_breaking,False,221528,A,glass_breaking
5-221529-A-39.wav,5,3,glass_breaking,False,221529,A,glass_breaking
5-223176-A-37.wav,5,0,alarm_clock,False,223176,A,clock_alarm
5-231762-A-0.wav,5,2,dog_bark,True,231762,A,dog
5-233605-A-39.wav,5,3,glass_breaking,False,233605,A,glass_breaking
5-233607-A-39.wav,5,3,glass_breaking,False,233607,A,glass_breaking
5-233645-A-37.wav,5,0,alarm_clock,False,233645,A,clock_alarm
5-234247-A-37.wav,5,0,alarm_clock,False,234247,A,clock_alarm
5-250629-A-37.wav,5,0,alarm_clock,False,250629,A,clock_alarm
5-257642-A-39.wav,5,3,glass_breaking,False,257642,A,glass_breaking
5-260432-A-39.wav,5,3,glass_breaking,False,260432,A,glass_breaking
5-260433-A-39.wav,5,3,glass_breaking,False,260433,A,glass_breaking
5-260434-A-39.wav,5,3,glass_breaking,False,260434,A,glass_breaking
5-9032-A-0.wav,5,2,dog_bark,True,9032,A,dog
