filename,fold,target,category,esc10,src_file,take,original_category,processed_path,processed,augmentation
1-76831-D-42.wav,1,4,siren,False,76831,D,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0028.wav,True,
1-76831-E-42.wav,1,4,siren,False,76831,E,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0029.wav,True,
1-84536-A-39.wav,1,3,glass_breaking,False,84536,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0030.wav,True,
1-84704-A-39.wav,1,3,glass_breaking,False,84704,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0031.wav,True,
1-84705-A-39.wav,1,3,glass_breaking,False,84705,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0032.wav,True,
1-85168-A-39.wav,1,3,glass_breaking,False,85168,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0033.wav,True,
1-85184-A-39.wav,1,3,glass_breaking,False,85184,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0034.wav,True,
1-85362-A-0.wav,1,2,dog_bark,True,85362,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0035.wav,True,
1-88807-A-39.wav,1,3,glass_breaking,False,88807,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0036.wav,True,
1-96890-A-37.wav,1,0,alarm_clock,False,96890,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0037.wav,True,
1-97392-A-0.wav,1,2,dog_bark,True,97392,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0038.wav,True,
1-977-A-39.wav,1,3,glass_breaking,False,977,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0039.wav,True,
2-102435-A-37.wav,2,0,alarm_clock,False,102435,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0040.wav,True,
2-104475-A-37.wav,2,0,alarm_clock,False,104475,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0041.wav,True,
2-104476-A-37.wav,2,0,alarm_clock,False,104476,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0042.wav,True,
2-106881-A-39.wav,2,3,glass_breaking,False,106881,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0043.wav,True,
2-107351-A-20.wav,2,1,crying_baby,True,107351,A,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0044.wav,True,
2-107351-B-20.wav,2,1,crying_baby,True,107351,B,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0045.wav,True,
2-112213-A-39.wav,2,3,glass_breaking,False,112213,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0046.wav,True,
2-112213-B-39.wav,2,3,glass_breaking,False,112213,B,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0047.wav,True,
2-114280-A-0.wav,2,2,dog_bark,True,114280,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0048.wav,True,
2-114587-A-0.wav,2,2,dog_bark,True,114587,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0049.wav,True,
2-116400-A-0.wav,2,2,dog_bark,True,116400,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0050.wav,True,
2-117116-A-37.wav,2,0,alarm_clock,False,117116,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0051.wav,True,
2-117271-A-0.wav,2,2,dog_bark,True,117271,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0052.wav,True,
2-118072-A-0.wav,2,2,dog_bark,True,118072,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0053.wav,True,
2-118964-A-0.wav,2,2,dog_bark,True,118964,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0054.wav,True,
2-122104-A-0.wav,2,2,dog_bark,True,122104,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0055.wav,True,
2-122104-B-0.wav,2,2,dog_bark,True,122104,B,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0056.wav,True,
2-141563-A-39.wav,2,3,glass_breaking,False,141563,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0057.wav,True,
2-151079-A-20.wav,2,1,crying_baby,True,151079,A,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0058.wav,True,
2-173559-A-39.wav,2,3,glass_breaking,False,173559,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0059.wav,True,
2-173607-A-39.wav,2,3,glass_breaking,False,173607,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0060.wav,True,
2-173618-A-39.wav,2,3,glass_breaking,False,173618,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0061.wav,True,
2-250710-A-39.wav,2,3,glass_breaking,False,250710,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0062.wav,True,
2-43802-A-42.wav,2,4,siren,False,43802,A,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0063.wav,True,
2-43806-A-42.wav,2,4,siren,False,43806,A,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0064.wav,True,
2-50665-A-20.wav,2,1,crying_baby,True,50665,A,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0065.wav,True,
2-50666-A-20.wav,2,1,crying_baby,True,50666,A,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0066.wav,True,
2-66637-A-20.wav,2,1,crying_baby,True,66637,A,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0067.wav,True,
2-66637-B-20.wav,2,1,crying_baby,True,66637,B,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0068.wav,True,
2-70052-A-42.wav,2,4,siren,False,70052,A,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0069.wav,True,
2-70052-B-42.wav,2,4,siren,False,70052,B,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0070.wav,True,
2-70936-A-42.wav,2,4,siren,False,70936,A,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0071.wav,True,
2-70938-A-42.wav,2,4,siren,False,70938,A,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0072.wav,True,
2-70939-A-42.wav,2,4,siren,False,70939,A,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0073.wav,True,
2-72688-A-42.wav,2,4,siren,False,72688,A,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0074.wav,True,
2-78562-A-37.wav,2,0,alarm_clock,False,78562,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0075.wav,True,
2-78562-B-37.wav,2,0,alarm_clock,False,78562,B,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0076.wav,True,
2-80482-A-20.wav,2,1,crying_baby,True,80482,A,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0077.wav,True,
2-89516-A-37.wav,2,0,alarm_clock,False,89516,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0078.wav,True,
2-96063-A-37.wav,2,0,alarm_clock,False,96063,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0079.wav,True,
3-117793-A-37.wav,3,0,alarm_clock,False,117793,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0080.wav,True,
3-117883-A-37.wav,3,0,alarm_clock,False,117883,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0081.wav,True,
3-120526-A-37.wav,3,0,alarm_clock,False,120526,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0082.wav,True,
3-120526-B-37.wav,3,0,alarm_clock,False,120526,B,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0083.wav,True,
3-131943-A-37.wav,3,0,alarm_clock,False,131943,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0084.wav,True,
3-132340-A-37.wav,3,0,alarm_clock,False,132340,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0085.wav,True,
3-136288-A-0.wav,3,2,dog_bark,True,136288,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0086.wav,True,
3-139958-A-37.wav,3,0,alarm_clock,False,139958,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0087.wav,True,
3-144028-A-0.wav,3,2,dog_bark,True,144028,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0088.wav,True,
3-148297-A-37.wav,3,0,alarm_clock,False,148297,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0089.wav,True,
3-151080-A-20.wav,3,1,crying_baby,True,151080,A,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0090.wav,True,
3-151081-A-20.wav,3,1,crying_baby,True,151081,A,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0091.wav,True,
3-151081-B-20.wav,3,1,crying_baby,True,151081,B,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0092.wav,True,
3-152007-A-20.wav,3,1,crying_baby,True,152007,A,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0093.wav,True,
3-152007-B-20.wav,3,1,crying_baby,True,152007,B,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0094.wav,True,
3-152007-C-20.wav,3,1,crying_baby,True,152007,C,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0095.wav,True,
3-152007-D-20.wav,3,1,crying_baby,True,152007,D,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0096.wav,True,
3-152007-E-20.wav,3,1,crying_baby,True,152007,E,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0097.wav,True,
3-155312-A-0.wav,3,2,dog_bark,True,155312,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0098.wav,True,
3-157695-A-0.wav,3,2,dog_bark,True,157695,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0099.wav,True,
3-163459-A-0.wav,3,2,dog_bark,True,163459,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0100.wav,True,
3-170015-A-0.wav,3,2,dog_bark,True,170015,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0101.wav,True,
3-180256-A-0.wav,3,2,dog_bark,True,180256,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0102.wav,True,
3-180977-A-0.wav,3,2,dog_bark,True,180977,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0103.wav,True,
3-203371-A-39.wav,3,3,glass_breaking,False,203371,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0104.wav,True,
3-203373-A-39.wav,3,3,glass_breaking,False,203373,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0105.wav,True,
3-203374-A-39.wav,3,3,glass_breaking,False,203374,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0106.wav,True,
3-203375-A-39.wav,3,3,glass_breaking,False,203375,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0107.wav,True,
3-203377-A-39.wav,3,3,glass_breaking,False,203377,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0108.wav,True,
3-216280-A-39.wav,3,3,glass_breaking,False,216280,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0109.wav,True,
3-216281-A-39.wav,3,3,glass_breaking,False,216281,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0110.wav,True,
3-216284-A-39.wav,3,3,glass_breaking,False,216284,A,glass_breaking,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\glass_breaking_0111.wav,True,
3-51376-A-42.wav,3,4,siren,False,51376,A,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0112.wav,True,
3-51731-A-42.wav,3,4,siren,False,51731,A,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0113.wav,True,
3-51731-B-42.wav,3,4,siren,False,51731,B,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0114.wav,True,
3-51909-A-42.wav,3,4,siren,False,51909,A,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0115.wav,True,
3-51909-B-42.wav,3,4,siren,False,51909,B,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0116.wav,True,
3-58772-A-42.wav,3,4,siren,False,58772,A,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0117.wav,True,
3-62878-A-42.wav,3,4,siren,False,62878,A,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0118.wav,True,
3-62878-B-42.wav,3,4,siren,False,62878,B,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0119.wav,True,
4-102871-A-42.wav,4,4,siren,False,102871,A,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0120.wav,True,
4-111671-A-42.wav,4,4,siren,False,111671,A,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0121.wav,True,
4-111671-B-42.wav,4,4,siren,False,111671,B,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0122.wav,True,
4-121532-A-42.wav,4,4,siren,False,121532,A,siren,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\siren_0123.wav,True,
4-151242-A-37.wav,4,0,alarm_clock,False,151242,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0124.wav,True,
4-167077-A-20.wav,4,1,crying_baby,True,167077,A,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0125.wav,True,
4-167077-B-20.wav,4,1,crying_baby,True,167077,B,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0126.wav,True,
4-167077-C-20.wav,4,1,crying_baby,True,167077,C,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0127.wav,True,
4-169508-A-37.wav,4,0,alarm_clock,False,169508,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0128.wav,True,
4-172366-A-37.wav,4,0,alarm_clock,False,172366,A,clock_alarm,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\alarm_clock_0129.wav,True,
4-182395-A-0.wav,4,2,dog_bark,True,182395,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0130.wav,True,
4-183992-A-0.wav,4,2,dog_bark,True,183992,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0131.wav,True,
4-184575-A-0.wav,4,2,dog_bark,True,184575,A,dog,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\dog_bark_0132.wav,True,
4-185575-A-20.wav,4,1,crying_baby,True,185575,A,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0133.wav,True,
4-185575-B-20.wav,4,1,crying_baby,True,185575,B,crying_baby,C:\Users\hsynt\Desktop\YapayZekaDers\Çevresel_Ses_Analizi\hearalert\processed\audio_clips\crying_baby_0134.wav,True,
